title,,,,,,,,,,,,,,,,,publish_time
IFITM Proteins Inhibit Entry Driven by the MERS-Coronavirus Spike Protein: Evidence for Cholesterol-Independent Mechanisms,,,,,,,,,,,,,,,,,9/26/2014
Effector biology during biotrophic invasion of plant cells,,,,,,,,,,,,,,,,,10/1/2014
Passive Broad-Spectrum Influenza Immunoprophylaxis,,,,,,,,,,,,,,,,,9/22/2014
Regulation of TGF-β Signal Transduction,,,,,,,,,,,,,,,,,9/23/2014
Establishment of Myotis myotis Cell Lines - Model for Investigation of Host-Pathogen Interaction in a Natural Host for Emerging Viruses,,,,,,,,,,,,,,,,,10/8/2014
"Comparative pathology of pigs infected with Korean H1N1, H1N2, or H3N2 swine influenza A viruses",,,,,,,,,,,,,,,,,9/24/2014
Intranasal DNA Vaccine for Protection against Respiratory Infectious Diseases: The Delivery Perspectives,,,,,,,,,,,,,,,,,7/10/2014
The methyltransferase domain of dengue virus protein NS5 ensures efficient RNA synthesis initiation and elongation by the polymerase domain,,,,,,,,,,,,,,,,,10/13/2014
Rhinovirus Associated Severe Respiratory Failure in Immunocompetent Adult Patient,,,,,,,,,,,,,,,,,9/30/2014
"Seasonal Variation of Newly Notified Pulmonary Tuberculosis Cases from 2004 to 2013 in Wuhan, China",,,,,,,,,,,,,,,,,10/10/2014
Rapid Isolation of Antibody from a Synthetic Human Antibody Library by Repeated Fluorescence-Activated Cell Sorting (FACS),,,,,,,,,,,,,,,,,10/10/2014
The interconnected and cross-border nature of risks posed by infectious diseases,,,,,,,,,,,,,,,,,10/10/2014
Alterations in Nerve-Evoked Bladder Contractions in a Coronavirus-Induced Mouse Model of Multiple Sclerosis,,,,,,,,,,,,,,,,,10/13/2014
The calcium-dependent ribonuclease XendoU promotes ER network formation through local RNA degradation,,,,,,,,,,,,,,,,,10/13/2014
Review: The Important Bacterial Zoonoses in “One Health” Concept,,,,,,,,,,,,,,,,,10/14/2014
Verifying the Stability of Selected Genes for Normalization in Q PCR Experiments of Spodoptera frugiperda Cells during AcMNPV Infection,,,,,,,,,,,,,,,,,10/14/2014
Interleukin-1β Induces Blood–Brain Barrier Disruption by Downregulating Sonic Hedgehog in Astrocytes,,,,,,,,,,,,,,,,,10/14/2014
IFITM3 Polymorphism rs12252-C Restricts Influenza A Viruses,,,,,,,,,,,,,,,,,10/14/2014
"Group B Betacoronavirus in Rhinolophid Bats, Japan",,,,,,,,,,,,,,,,,5/27/2014
"US-Like Strain of Porcine Epidemic Diarrhea Virus Outbreaks in Taiwan, 2013–2014",,,,,,,,,,,,,,,,,6/5/2014
The limits of global health diplomacy: Taiwan’s observer status at the world health assembly,,,,,,,,,,,,,,,,,10/1/2014
A Beneficiary Role for Neuraminidase in Influenza Virus Penetration through the Respiratory Mucus,,,,,,,,,,,,,,,,,10/15/2014
Consultation-liaison psychiatry in China,,,,,,,,,,,,,,,,,6/10/2012
Intestinal current measurement versus nasal potential difference measurements for diagnosis of cystic fibrosis: a case–control study,,,,,,,,,,,,,,,,,10/4/2014
Antibody-Validated Proteins in Inflamed Islets of Fulminant Type 1 Diabetes Profiled by Laser-Capture Microdissection Followed by Mass Spectrometry,,,,,,,,,,,,,,,,,10/16/2014
"Travel-related MERS-CoV cases: an assessment of exposures and risk factors in a group of Dutch travellers returning from the Kingdom of Saudi Arabia, May 2014",,,,,,,,,,,,,,,,,10/17/2014
Adaptive Management and the Value of Information: Learning Via Intervention in Epidemiology,,,,,,,,,,,,,,,,,10/21/2014
Proteome Profile of Swine Testicular Cells Infected with Porcine Transmissible Gastroenteritis Coronavirus,,,,,,,,,,,,,,,,,10/21/2014
Identification of Antigenic Proteins of the Nosocomial Pathogen Klebsiella pneumoniae,,,,,,,,,,,,,,,,,10/21/2014
Ultra-Low-Dose Chest CT in Patients with Neutropenic Fever and Hematologic Malignancy: Image Quality and Its Diagnostic Performance,,,,,,,,,,,,,,,,,7/18/2014
Not all cows are epidemiologically equal: quantifying the risks of bovine viral diarrhoea virus (BVDV) transmission through cattle movements,,,,,,,,,,,,,,,,,10/17/2014
Transmission dynamics and control of Ebola virus disease (EVD): a review,,,,,,,,,,,,,,,,,10/10/2014
Hepatitis C Virus Infection as a Traumatic Experience,,,,,,,,,,,,,,,,,10/23/2014
Epidemiological and Virological Characteristics of Influenza Viruses Circulating in Cambodia from 2009 to 2011,,,,,,,,,,,,,,,,,10/23/2014
Integrin β3 Is Required in Infection and Proliferation of Classical Swine Fever Virus,,,,,,,,,,,,,,,,,10/23/2014
Growth Patterns and Scaling Laws Governing AIDS Epidemic in Brazilian Cities,,,,,,,,,,,,,,,,,10/23/2014
"Contact Heterogeneity, Rather Than Transmission Efficiency, Limits the Emergence and Spread of Canine Influenza Virus",,,,,,,,,,,,,,,,,10/23/2014
Genetic polymorphisms and risk of recurrent wheezing in pediatric age,,,,,,,,,,,,,,,,,10/18/2014
Autoimmune and Neoplastic Thyroid Diseases Associated with Hepatitis C Chronic Infection,,,,,,,,,,,,,,,,,10/13/2014
Isolation Facilities for Highly Infectious Diseases in Europe – A Cross-Sectional Analysis in 16 Countries,,,,,,,,,,,,,,,,,10/28/2014
Parental bonding and attitudes toward suicide among medical college students in Japan,,,,,,,,,,,,,,,,,10/23/2014
"CSBF/C10orf99, a novel potential cytokine, inhibits colon cancer cell growth through inducing G1 arrest",,,,,,,,,,,,,,,,,10/29/2014
Identification of Protein Interaction Partners in Mammalian Cells Using SILAC-immunoprecipitation Quantitative Proteomics,,,,,,,,,,,,,,,,,7/6/2014
Harnessing Mechanistic Knowledge on Beneficial Versus Deleterious IFN-I Effects to Design Innovative Immunotherapies Targeting Cytokine Activity to Specific Cell Types,,,,,,,,,,,,,,,,,10/30/2014
Spatial Analysis on Hepatitis C Virus Infection in Mainland China: From 2005 to 2011,,,,,,,,,,,,,,,,,10/30/2014
Mouse Hepatitis Virus Infection Upregulates Genes Involved in Innate Immune Responses,,,,,,,,,,,,,,,,,10/31/2014
The Effect of Aqueous Extract of Glycyrrhiza glabra on Herpes Simplex Virus 1,,,,,,,,,,,,,,,,,7/1/2014
Arenavirus Stable Signal Peptide Is the Keystone Subunit for Glycoprotein Complex Organization,,,,,,,,,,,,,,,,,10/28/2014
"Study of the effect on shelter cat intakes and euthanasia from a shelter neuter return project of 10,080 cats from March 2010 to June 2014",,,,,,,,,,,,,,,,,10/30/2014
Factors Influencing the Measurement of Plasma/Serum Surfactant Protein D Levels by ELISA,,,,,,,,,,,,,,,,,11/3/2014
Patient-Based Transcriptome-Wide Analysis Identify Interferon and Ubiquination Pathways as Potential Predictors of Influenza A Disease Severity,,,,,,,,,,,,,,,,,11/3/2014
"Antibodies against H10N8 avian influenza virus among animal workers in Guangdong Province before November 30, 2013, when the first human H10N8 case was recognized",,,,,,,,,,,,,,,,,10/27/2014
Toll-Like Receptor Responses to Peste des petits ruminants Virus in Goats and Water Buffalo,,,,,,,,,,,,,,,,,11/4/2014
Immunomodulatory Potential of Human Adipose Mesenchymal Stem Cells Derived Exosomes on in vitro Stimulated T Cells,,,,,,,,,,,,,,,,,11/4/2014
Achieving compliance with the International Health Regulations by overseas territories of the United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,11/1/2014
Bone Marrow Dendritic Cells from Mice with an Altered Microbiota Provide Interleukin 17A-Dependent Protection against Entamoeba histolytica Colitis,,,,,,,,,,,,,,,,,11/4/2014
Type I Interferon Regulates the Expression of Long Non-Coding RNAs,,,,,,,,,,,,,,,,,11/6/2014
Patterns of between-farm contacts via professionals in Sweden,,,,,,,,,,,,,,,,,11/4/2014
Escherichia coli YmdB regulates biofilm formation independently of its role as an RNase III modulator,,,,,,,,,,,,,,,,,11/24/2013
Specificity and Effector Functions of Human RSV-Specific IgG from Bovine Milk,,,,,,,,,,,,,,,,,11/6/2014
"Symptomatic treatment of the common cold with a fixed-dose combination of paracetamol, chlorphenamine and phenylephrine: a randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,11/22/2013
The Evolution and Genetics of Virus Host Shifts,,,,,,,,,,,,,,,,,11/6/2014
Programmed Ribosomal Frameshift Alters Expression of West Nile Virus Genes and Facilitates Virus Replication in Birds and Mosquitoes,,,,,,,,,,,,,,,,,11/6/2014
Bordetella pertussis in infants hospitalized for acute respiratory symptoms remains a concern,,,,,,,,,,,,,,,,,11/8/2013
Middle East respiratory syndrome coronavirus: epidemiology and disease control measures,,,,,,,,,,,,,,,,,11/3/2014
"Simulate_PCR for amplicon prediction and annotation from multiplex, degenerate primers and probes",,,,,,,,,,,,,,,,,7/9/2014
Requirement of CRTC1 coactivator for hepatitis B virus transcription,,,,,,,,,,,,,,,,,11/10/2014
Archaeal DnaG contains a conserved N-terminal RNA-binding domain and enables tailing of rRNA by the exosome,,,,,,,,,,,,,,,,,11/10/2014
G-quadruplexes in viruses: function and potential therapeutic applications,,,,,,,,,,,,,,,,,11/10/2014
Applying evolutionary concepts to wildlife disease ecology and management,,,,,,,,,,,,,,,,,5/31/2014
Activation of Innate Immune-Response Genes in Little Brown Bats (Myotis lucifugus) Infected with the Fungus Pseudogymnoascus destructans,,,,,,,,,,,,,,,,,11/12/2014
Angiotensin-converting enzyme 2 (ACE2) mediates influenza H7N9 virus-induced acute lung injury,,,,,,,,,,,,,,,,,11/13/2014
From sequence to enzyme mechanism using multi-label machine learning,,,,,,,,,,,,,,,,,5/19/2014
ADLD: A Novel Graphical Representation of Protein Sequences and Its Application,,,,,,,,,,,,,,,,,10/30/2014
Immune Responses to Non-Tumor Antigens in the Central Nervous System,,,,,,,,,,,,,,,,,11/13/2014
Role of Oct4 in the early embryo development,,,,,,,,,,,,,,,,,4/29/2014
"The Global One Health Paradigm: Challenges and Opportunities for Tackling Infectious Diseases at the Human, Animal, and Environment Interface in Low-Resource Settings",,,,,,,,,,,,,,,,,11/13/2014
Atomistic Detailed Mechanism and Weak Cation-Conducting Activity of HIV-1 Vpu Revealed by Free Energy Calculations,,,,,,,,,,,,,,,,,11/13/2014
Induction of robust immunity response in mice by dual-expression-system-based recombinant baculovirus expressing the capsid protein of porcine circovirus type 2,,,,,,,,,,,,,,,,,10/28/2013
Identification of novel multitargeted PPARα/γ/δ pan agonists by core hopping of rosiglitazone,,,,,,,,,,,,,,,,,11/7/2014
S-layers: principles and applications,,,,,,,,,,,,,,,,,2/24/2014
"Sequencing, Annotation and Analysis of the Syrian Hamster (Mesocricetus auratus) Transcriptome",,,,,,,,,,,,,,,,,11/14/2014
Hijacking of an autophagy-like process is critical for the life cycle of a DNA virus infecting oceanic algal blooms,,,,,,,,,,,,,,,,,9/7/2014
Enterovirus 71 Induces Mitochondrial Reactive Oxygen Species Generation That is Required for Efficient Replication,,,,,,,,,,,,,,,,,11/17/2014
Human Bocavirus: Lessons Learned to Date,,,,,,,,,,,,,,,,,1/11/2013
Humanized Mouse Models of Epstein-Barr Virus Infection and Associated Diseases,,,,,,,,,,,,,,,,,3/14/2013
Tailoring Subunit Vaccine Immunity with Adjuvant Combinations and Delivery Routes Using the Middle East Respiratory Coronavirus (MERS-CoV) Receptor-Binding Domain as an Antigen,,,,,,,,,,,,,,,,,11/18/2014
PTB Binds to the 3’ Untranslated Region of the Human Astrovirus Type 8: A Possible Role in Viral Replication,,,,,,,,,,,,,,,,,11/18/2014
Profiling bacterial community in upper respiratory tracts,,,,,,,,,,,,,,,,,11/13/2014
Carrageenan nasal spray in virus confirmed common cold: individual patient data analysis of two randomized controlled trials,,,,,,,,,,,,,,,,,11/12/2014
Respiratory virus is a real pathogen in immunocompetent community-acquired pneumonia: comparing to influenza like illness and volunteer controls,,,,,,,,,,,,,,,,,9/2/2014
An eight-year epidemiologic study based on baculovirus-expressed type-specific spike proteins for the differentiation of type I and II feline coronavirus infections,,,,,,,,,,,,,,,,,8/15/2014
CD26/DPP4 Cell-Surface Expression in Bat Cells Correlates with Bat Cell Susceptibility to Middle East Respiratory Syndrome Coronavirus (MERS-CoV) Infection and Evolution of Persistent Infection,,,,,,,,,,,,,,,,,11/19/2014
Frequency and Fitness Consequences of Bacteriophage Φ6 Host Range Mutations,,,,,,,,,,,,,,,,,11/19/2014
Enterovirus 71-induced autophagy increases viral replication and pathogenesis in a suckling mouse model,,,,,,,,,,,,,,,,,8/20/2014
Detection of respiratory viruses by real-time polymerase chain reaction in outpatients with acute respiratory infection,,,,,,,,,,,,,,,,,9/10/2014
A Scenario-Based Evaluation of the Middle East Respiratory Syndrome Coronavirus and the Hajj,,,,,,,,,,,,,,,,,1/1/2014
Is There Still Room for Novel Viral Pathogens in Pediatric Respiratory Tract Infections?,,,,,,,,,,,,,,,,,11/20/2014
Full-Genome Sequence Analysis of a Variant Strain of Porcine Epidemic Diarrhea Virus in South Korea,,,,,,,,,,,,,,,,,11/20/2014
Respiratory Tract Infections Due to Human Metapneumovirus in Immunocompromised Children,,,,,,,,,,,,,,,,,10/21/2014
The discriminative capacity of soluble Toll-like receptor (sTLR)2 and sTLR4 in inflammatory diseases,,,,,,,,,,,,,,,,,11/19/2014
Cell Surface Protein Disulfide Isomerase Regulates Natriuretic Peptide Generation of Cyclic Guanosine Monophosphate,,,,,,,,,,,,,,,,,11/24/2014
A clinical prediction rule for diagnosing human infections with avian influenza A(H7N9) in a hospital emergency department setting,,,,,,,,,,,,,,,,,8/5/2014
The pathological effects of CCR2+ inflammatory monocytes are amplified by an IFNAR1-triggered chemokine feedback loop in highly pathogenic influenza infection,,,,,,,,,,,,,,,,,11/18/2014
Imaging analysis of human metapneumovirus-infected cells provides evidence for the involvement of F-actin and the raft-lipid microdomains in virus morphogenesis,,,,,,,,,,,,,,,,,11/19/2014
Emergent severe acute respiratory distress syndrome caused by adenovirus type 55 in immunocompetent adults in 2013: a prospective observational study,,,,,,,,,,,,,,,,,8/12/2014
Comparison of Contact Patterns Relevant for Transmission of Respiratory Pathogens in Thailand and the Netherlands Using Respondent-Driven Sampling,,,,,,,,,,,,,,,,,11/25/2014
"Spatial Analysis of the Distribution, Risk Factors and Access to Medical Resources of Patients with Hepatitis B in Shenzhen, China",,,,,,,,,,,,,,,,,11/7/2014
Complete Genome Characterization of Korean Porcine Deltacoronavirus Strain KOR/KNU14-04/2014,,,,,,,,,,,,,,,,,11/26/2014
Advances in prevention and therapy of neonatal dairy calf diarrhoea: a systematical review with emphasis on colostrum management and fluid therapy,,,,,,,,,,,,,,,,,11/25/2014
Characterizing Influenza surveillance systems performance: application of a Bayesian hierarchical statistical model to Hong Kong surveillance data,,,,,,,,,,,,,,,,,8/15/2014
Comparative serum proteome expression of the steroid-induced femoral head osteonecrosis in adults,,,,,,,,,,,,,,,,,11/12/2014
The ability to suppress macrophage-mediated inflammation in orbital fat stem cells is controlled by miR-671-5p,,,,,,,,,,,,,,,,,8/13/2014
A novel method for synthetic vaccine construction based on protein assembly,,,,,,,,,,,,,,,,,12/1/2014
Persistent viremia by a novel parvovirus in a slow loris (Nycticebus coucang) with diffuse histiocytic sarcoma,,,,,,,,,,,,,,,,,12/1/2014
"Molecular Detection, Phylogenetic Analysis, and Identification of Transcription Motifs in Feline Leukemia Virus from Naturally Infected Cats in Malaysia",,,,,,,,,,,,,,,,,11/17/2014
Fuse me IFITM can!,,,,,,,,,,,,,,,,,11/25/2014
IFITM proteins are incorporated onto HIV-1 virion particles and negatively imprint their infectivity,,,,,,,,,,,,,,,,,11/25/2014
Transcriptional profiling of the spleen in progressive visceral leishmaniasis reveals mixed expression of type 1 and type 2 cytokine-responsive genes,,,,,,,,,,,,,,,,,11/26/2014
Cryptosporidiosis caused by Cryptosporidium parvum subtype IIdA15G1 at a dairy farm in Northwestern China,,,,,,,,,,,,,,,,,11/27/2014
Identification of a novel nidovirus in an outbreak of fatal respiratory disease in ball pythons (Python regius),,,,,,,,,,,,,,,,,8/8/2014
Elevated dietary zinc oxide levels do not have a substantial effect on porcine reproductive and respiratory syndrome virus (PPRSV) vaccination and infection,,,,,,,,,,,,,,,,,8/8/2014
Identification and characterization of unrecognized viruses in stool samples of non-polio acute flaccid paralysis children by simplified VIDISCA,,,,,,,,,,,,,,,,,8/12/2014
"Full-Length Genome Sequence of a Variant Porcine Epidemic Diarrhea Virus Strain, CH/GDZQ/2014, Responsible for a Severe Outbreak of Diarrhea in Piglets in Guangdong, China, 2014",,,,,,,,,,,,,,,,,12/4/2014
A Novel Psittacine Adenovirus Identified During an Outbreak of Avian Chlamydiosis and Human Psittacosis: Zoonosis Associated with Virus-Bacterium Coinfection in Birds,,,,,,,,,,,,,,,,,12/4/2014
